player_id,name,number,status,team_id
672640,Otto Lopez,6,Active,146
678692,Ronny Henriquez,32,Active,146
687473,Ryan Gusto,65,Active,146
677960,Ryan Weathers,35,Active,146
645261,Sandy Alcantara,22,Active,146
663969,Tyler Phillips,30,Active,146
683748,Victor Mesa Jr.,10,Active,146
687531,William Kempner,,Active,146
669364,Xavier Edwards,9,Active,146
694350,Zach Brzykcy,,Active,146
592450,Aaron Judge,99,Active,147
642216,Allan Winans,62,Active,147
683011,Anthony Volpe,11,Active,147
669224,Austin Wells,28,Active,147
700250,Ben Rice,22,Active,147
669699,Braden Shewmake,89,Active,147
687396,Brent Headrick,47,Active,147
693645,Cam Schlittler,31,Active,147
666808,Camilo Doval,75,Active,147
607074,Carlos Rodón,55,Active,147
694633,Chase Hampton,,Active,147
657376,Clarke Schmidt,36,Active,147
670280,David Bednar,53,Active,147
695684,Elmer Rodríguez,,Active,147
518585,Fernando Cruz,63,Active,147
543037,Gerrit Cole,45,Active,147
519317,Giancarlo Stanton,27,Active,147
641555,J.C. Escarra,25,Active,147
656234,Jake Bird,59,Active,147
691176,Jasson Domínguez,24,Active,147
682144,Jayvien Sandridge,88,Active,147
665862,Jazz Chisholm Jr.,13,Active,147
678391,Jorbit Vivas,90,Active,147
676609,José Caballero,72,Active,147
665645,Kervin Castro,,Active,147
661563,Luis Gil,81,Active,147
608331,Max Fried,54,Active,147
665828,Oswaldo Cabrera,95,Active,147
641857,Ryan McMahon,19,Active,147
642232,Ryan Yarbrough,33,Active,147
682987,Spencer Jones,,Active,147
657612,Tim Hill,41,Active,147
663757,Trent Grisham,12,Active,147
701542,Will Warren,98,Active,147
660787,Yerry De los Santos,73,Active,147
676879,Aaron Ashby,26,Active,158
682842,Abner Uribe,45,Active,158
683734,Andrew Vaughn,28,Active,158
655316,Andruw Monasterio,14,Active,158
678011,Anthony Seigler,18,Active,158
663368,Blake Perkins,16,Active,158
663604,Brandon Lockridge,20,Active,158
605540,Brandon Woodruff,53,Active,158
668930,Brice Turang,2,Active,158
702332,Caleb Durbin,21,Active,158
692230,Carlos Rodriguez,0,Active,158
694477,Chad Patrick,39,Active,158
592885,Christian Yelich,22,Active,158
689441,Coleman Crow,,Active,158
684974,Craig Yoho,48,Active,158
669084,DL Hall,37,Active,158
668834,Easton McGee,50,Active,158
642547,Freddy Peralta,51,Active,158
669003,Garrett Mitchell,5,Active,158
681982,Grant Anderson,56,Active,158
686555,Isaac Collins,6,Active,158
694192,Jackson Chourio,11,Active,158
694819,Jacob Misiorowski,32,Active,158
641343,Jake Bauers,9,Active,158
657649,Jared Koenig,47,Active,158
691620,Jeferson Quero,76,Active,158
687401,Joey Ortiz,3,Active,158
701656,Logan Henderson,43,Active,158
683232,Nick Mears,25,Active,158
682990,Quinn Priester,46,Active,158
642239,Rob Zastryzny,58,Active,158
688107,Robert Gasser,54,Active,158
686217,Sal Frelick,10,Active,158
671111,Sammy Peralta,,Active,158
672642,Steward Berroa,35,Active,158
668964,Tobias Myers,36,Active,158
656730,Trevor Megill,29,Active,158
672012,Tyler Black,7,Active,158
661388,William Contreras,24,Active,158
543685,Anthony Rendon,6,Active,108
690829,Ben Joyce,44,Active,108
656271,Brock Burke,46,Active,108
669326,Bryce Teodosio,22,Active,108
702674,Caden Dana,36,Active,108
681217,Chase Silseth,63,Active,108
695681,Christian Moore,4,Active,108
689520,Cody Laweryson,,Active,108
694203,Denzer Guzman,13,Active,108
680570,Grayson Rodriguez,,Active,108
686799,Jack Kochanowicz,41,Active,108
666176,Jo Adell,7,Active,108
624585,Jorge Soler,12,Active,108
820862,José Fermin,68,Active,108
667755,José Soriano,59,Active,108
677347,Kyren Paris,19,Active,108
681351,Logan O'Hoppe,14,Active,108
683090,Matthew Lugo,15,Active,108
545361,Mike Trout,27,Active,108
815083,Mitch Farris,70,Active,108
694384,Nolan Schanuel,18,Active,108
672724,Oswald Peraza,10,Active,108
672282,Reid Detmers,48,Active,108
596112,Robert Stephenson,24,Active,108
696270,Ryan Johnson,32,Active,108
666171,Ryan Zeferjahn,56,Active,108
691951,Sam Aldegheri,61,Active,108
696147,Sam Bachman,40,Active,108
518595,Travis d'Arnaud,25,Active,108
682989,Victor Mederos,58,Active,108
700712,Walbert Urena,,Active,108
579328,Yusei Kikuchi,16,Active,108
687263,Zach Neto,9,Active,108
640462,A.J. Puk,33,Active,109
680728,Adrian Del Castillo,25,Active,109
677950,Alek Thomas,5,Active,109
694851,Andrew Hoffmann,56,Active,109
685314,Andrew Saalfrank,27,Active,109
686796,Blake Walston,48,Active,109
677942,Blaze Alexander,9,Active,109
694297,Brandon Pfaadt,32,Active,109
805299,Brandyn Garcia,55,Active,109
686826,Bryce Jarvis,40,Active,109
669203,Corbin Burnes,39,Active,109
682998,Corbin Carroll,7,Active,109
691441,Cristian Mena,64,Active,109
686753,Drey Jameson,99,Active,109
691009,Dylan Ray,,Active,109
593958,Eduardo Rodriguez,57,Active,109
672515,Gabriel Moreno,14,Active,109
672695,Geraldo Perdomo,2,Active,109
681402,Gus Varland,,Active,109
664983,Jake McCarthy,31,Active,109
543510,James McCann,8,Active,109
691783,Jordan Lawlar,10,Active,109
678489,Jorge Barrosa,1,Active,109
699912,Jose Fernandez,,Active,109
686228,Juan Burgos,52,Active,109
666661,Juan Morillo,67,Active,109
679885,Justin Martinez,63,Active,109
606466,Ketel Marte,4,Active,109
656464,Kevin Ginkel,37,Active,109
684442,Kohl Drake,,Active,109
679775,Kyle Backhus,43,Active,109
666971,Lourdes Gurriel Jr.,12,Active,109
683352,Mitch Bratt,,Active,109
656976,Pavin Smith,26,Active,109
691769,Philip Abner,50,Active,109
657044,Ryan Thompson,81,Active,109
669194,Ryne Nelson,19,Active,109
694374,Tim Tawa,13,Active,109
682988,Tyler Locklear,28,Active,109
700270,Yilber Díaz,45,Active,109
668939,Adley Rutschman,35,Active,110
552640,Andrew Kittredge,,Active,110
689296,Anthony Nunez,,Active,110
687064,Brandon Young,63,Active,110
700249,Cade Povich,37,Active,110
671382,Cameron Foster,,Active,110
694646,Chayce McDermott,59,Active,110
691723,Coby Mayo,16,Active,110
681882,Colin Selby,60,Active,110
681297,Colton Cowser,17,Active,110
665152,Dean Kremer,64,Active,110
608650,Dietrich Enns,71,Active,110
687637,Dylan Beavers,12,Active,110
642585,Félix Bautista,74,Active,110
666277,George Soriano,,Active,110
664991,Grant Wolfram,86,Active,110
683002,Gunnar Henderson,2,Active,110
677008,Heston Kjerstad,13,Active,110
702616,Jackson Holliday,7,Active,110
669236,Jeremiah Jackson,82,Active,110
676059,Jordan Westburg,11,Active,110
664744,Jose Espada,72,Active,110
669704,Kade Strowd,57,Active,110
669211,Keegan Akin,45,Active,110
680694,Kyle Bradish,38,Active,110
665750,Leody Taveras,,Active,110
668974,Maverick Handley,98,Active,110
701655,Reed Trimble,,Active,110
670329,Rico Garcia,50,Active,110
663624,Ryan Mountcastle,6,Active,110
676116,Ryan Noda,41,Active,110
694212,Samuel Basallo,29,Active,110
621493,Taylor Ward,3,Active,110
669432,Trevor Rogers,28,Active,110
641933,Tyler O'Neill,9,Active,110
669330,Tyler Wells,68,Active,110
682274,Yaramil Hiraldo,76,Active,110
666974,Yennier Cano,78,Active,110
547973,Aroldis Chapman,44,Active,111
678394,Brayan Bello,66,Active,111
665966,Carlos Narváez,75,Active,111
678882,Ceddanne Rafaela,3,Active,111
813349,Connelly Early,71,Active,111
657136,Connor Wong,12,Active,111
681867,Cooper Criswell,64,Active,111
666152,David Hamilton,17,Active,111
689818,David Sandlin,,Active,111
676979,Garrett Crochet,35,Active,111
676477,Garrett Whitlock,22,Active,111
669711,Greg Weissert,57,Active,111
690928,Hunter Dobbins,73,Active,111
680776,Jarren Duran,16,Active,111
691373,Jhostynxon Garcia,51,Active,111
663855,Jordan Hicks,46,Active,111
663558,Jovani Morán,47,Active,111
686580,Justin Slaten,63,Active,111
692225,Kristian Campbell,28,Active,111
676710,Kutter Crawford,50,Active,111
690986,Kyle Harrison,38,Active,111
691384,Luis Perales,,Active,111
691785,Marcelo Mayer,39,Active,111
807799,Masataka Yoshida,7,Active,111
681987,Nate Eaton,40,Active,111
686765,Nick Sogard,20,Active,111
663776,Patrick Sandoval,43,Active,111
801139,Payton Tolle,70,Active,111
701350,Roman Anthony,19,Active,111
663853,Romy Gonzalez,23,Active,111
675660,Shane Drohan,,Active,111
543243,Sonny Gray,,Active,111
656557,Tanner Houck,89,Active,111
596115,Trevor Story,10,Active,111
656484,Tristan Gray,,Active,111
671213,Triston Casas,36,Active,111
700413,Tyler Uberstine,,Active,111
687093,Vaughn Grissom,5,Active,111
677800,Wilyer Abreu,52,Active,111
677161,Zack Kelly,76,Active,111
676962,Ben Brown,32,Active,112
690990,Cade Horton,22,Active,112
608348,Carson Kelly,15,Active,112
607067,Colin Rea,53,Active,112
694037,Daniel Palencia,48,Active,112
621020,Dansby Swanson,7,Active,112
681799,Ethan Roberts,39,Active,112
668970,Gavin Hollowell,46,Active,112
664023,Ian Happ,8,Active,112
680891,Jack Neely,37,Active,112
701649,James Triantos,,Active,112
592791,Jameson Taillon,50,Active,112
665871,Javier Assad,72,Active,112
696136,Jordan Wicks,36,Active,112
657006,Justin Steele,35,Active,112
682634,Kevin Alcántara,13,Active,112
681432,Luke Little,43,Active,112
807713,Matt Shaw,6,Active,112
571510,Matthew Boyd,16,Active,112
683737,Michael Busch,29,Active,112
665804,Miguel Amaya,9,Active,112
694208,Moisés Ballesteros,25,Active,112
663538,Nico Hoerner,2,Active,112
683357,Owen Caissie,19,Active,112
699393,Pedro Ramirez,,Active,112
691718,Pete Crow-Armstrong,4,Active,112
664208,Phil Maton,,Active,112
687863,Porter Hodge,37,Active,112
702303,Riley Martin,,Active,112
673548,Seiya Suzuki,27,Active,112
684007,Shota Imanaga,18,Active,112
671096,Andrew Abbott,41,Active,113
666163,Ben Rortvedt,,Active,113
694362,Blake Dunn,59,Active,113
663903,Brady Singer,51,Active,113
682227,Brandon Williamson,65,Active,113
695505,Chase Burns,26,Active,113
695534,Chase Petty,61,Active,113
687952,Christian Encarnacion-Strand,33,Active,113
683175,Connor Phillips,34,Active,113
695490,Edwin Arroyo,,Active,113
682829,Elly De La Cruz,44,Active,113
666158,Gavin Lux,2,Active,113
668933,Graham Ashcraft,23,Active,113
699302,Héctor Rodríguez,22,Active,113
668881,Hunter Greene,21,Active,113
683742,Jose Franco,,Active,113
624431,Jose Trevino,35,Active,113
687924,Julian Aguiar,39,Active,113
663647,Ke'Bryan Hayes,3,Active,113
624522,Keegan Thompson,,Active,113
699114,Leo Balcazar,,Active,113
682825,Luis Mey,62,Active,113
680689,Lyon Richardson,72,Active,113
680574,Matt McLain,9,Active,113
666157,Nick Lodolo,40,Active,113
682622,Noelvi Marte,16,Active,113
677956,Rece Hinds,57,Active,113
695076,Rhett Lowder,25,Active,113
701398,Sal Stewart,43,Active,113
594580,Sam Moll,50,Active,113
668715,Spencer Steer,7,Active,113
670770,TJ Friedl,29,Active,113
663574,Tony Santillan,64,Active,113
682997,Tyler Callihan,32,Active,113
663886,Tyler Stephenson,37,Active,113
666181,Will Benson,30,Active,113
691172,Yosver Zulueta,67,Active,113
687209,Zach Maxwell,78,Active,113
689958,Andrew Walters,91,Active,114
694197,Angel Genao,,Active,114
682657,Angel Martínez,1,Active,114
595978,Austin Hedges,27,Active,114
804926,Austin Peterson,,Active,114
666310,Bo Naylor,23,Active,114
677587,Brayan Rocchio,4,Active,114
692216,C.J. Kayfus,63,Active,114
671922,Cade Smith,36,Active,114
800050,Chase DeLauter,34,Active,114
682982,Daniel Espino,66,Active,114
682177,Daniel Schneemann,10,Active,114
681807,David Fry,6,Active,114
680951,Doug Nikhazy,65,Active,114
681870,Erik Sabrowski,62,Active,114
680916,Franco Aleman,92,Active,114
672356,Gabriel Arias,13,Active,114
668909,Gavin Williams,32,Active,114
671655,George Valera,35,Active,114
683769,Hunter Gaddis,33,Active,114
678877,Jhonkensy Noel,43,Active,114
676282,Joey Cantillo,54,Active,114
671286,Johnathan Rodríguez,30,Active,114
608070,José Ramírez,11,Active,114
682877,Juan Brito,74,Active,114
696135,Kahlil Watson,,Active,114
700932,Kyle Manzardo,9,Active,114
671106,Logan Allen,26,Active,114
670036,Matt Festa,52,Active,114
666134,Nolan Jones,22,Active,114
800048,Parker Messick,77,Active,114
690984,Petey Halpin,0,Active,114
677944,Slade Cecconi,44,Active,114
680757,Steven Kwan,38,Active,114
676440,Tanner Bibee,28,Active,114
682120,Tim Herrin,29,Active,114
691414,Yorman Gómez,,Active,114
687849,Zak Kent,61,Active,114
691182,Adael Amador,1,Active,115
683409,Angel Chivilli,57,Active,115
683627,Anthony Molina,43,Active,115
622608,Antonio Senzatela,49,Active,115
688760,Blaine Crim,16,Active,115
687134,Bradley Blalock,64,Active,115
690924,Braxton Fulford,37,Active,115
657514,Brennan Bernardino,,Active,115
686668,Brenton Doyle,9,Active,115
687223,Carson Palmquist,45,Active,115
801403,Chase Dollander,32,Active,115
691011,Drew Romo,3,Active,115
678662,Ezequiel Tovar,14,Active,115
687312,Gabriel Hughes,,Active,115
670183,Garrett Acton,,Active,115
696100,Hunter Goodman,15,Active,115
677955,Jaden Hill,0,Active,115
676105,Jeff Criswell,46,Active,115
623474,Jimmy Herget,44,Active,115
687597,Jordan Beck,27,Active,115
675848,Juan Mejia,47,Active,115
592178,Kris Bryant,23,Active,115
607536,Kyle Freeland,21,Active,115
691720,Kyle Karros,12,Active,115
678821,Luis Peralta,41,Active,115
685326,McCade Brown,51,Active,115
666160,Mickey Moniak,22,Active,115
663372,Ryan Feltner,18,Active,115
690022,Ryan Ritter,8,Active,115
678020,Seth Halvorsen,54,Active,115
694514,Sterlin Thompson,,Active,115
685299,Tanner Gordon,29,Active,115
687859,Troy Johnston,,Active,115
671289,Tyler Freeman,2,Active,115
680767,Victor Vodnik,38,Active,115
682653,Warming Bernabel,25,Active,115
700327,Welinton Herrera,,Active,115
692585,Yanquiel Fernández,35,Active,115
691728,Zac Veen,13,Active,115
688642,Zach Agnos,36,Active,115
690544,Bailey Horn,67,Active,116
689225,Beau Brieske,4,Active,116
676428,Brant Hurter,48,Active,116
669724,Brenan Hanifee,75,Active,116
663554,Casey Mize,12,Active,116
695445,Chase Lee,53,Active,116
690993,Colt Keith,33,Active,116
693307,Dillon Dingler,13,Active,116
805427,Drew Sommers,51,Active,116
681916,Dylan Smith,58,Active,116
680664,Eduardo Valencia,,Active,116
650402,Gleyber Torres,25,Active,116
701678,Hao-Yu  Lee,,Active,116
690291,Jace Jung,17,Active,116
656427,Jack Flaherty,9,Active,116
695549,Jackson Jobe,21,Active,116
663330,Jahmai Jones,18,Active,116
805725,Jake Miller,,Active,116
668670,Jake Rogers,34,Active,116
595879,Javier Báez,28,Active,116
669234,Justyn-Henry Malloy,44,Active,116
672456,Keider Montero,54,Active,116
681481,Kerry Carpenter,30,Active,116
663837,Matt Vierling,8,Active,116
678009,Parker Meadows,22,Active,116
681857,Reese Olson,45,Active,116
682985,Riley Greene,31,Active,116
687830,Sawyer Gipson-Long,66,Active,116
679529,Spencer Torkelson,20,Active,116
669373,Tarik Skubal,29,Active,116
699073,Thayron Liranzo,,Active,116
669360,Trei Cruz,,Active,116
700242,Trey Sweeney,27,Active,116
675512,Troy Melton,52,Active,116
680744,Ty Madden,36,Active,116
663947,Tyler Holton,87,Active,116
672761,Wenceel Pérez,46,Active,116
676684,Will Vest,19,Active,116
656716,Zach McKinstry,39,Active,116
805123,AJ Blubaugh,69,Active,117
656986,Bennett Sousa,62,Active,117
687888,Brandon Walter,60,Active,117
694728,Brice Matthews,28,Active,117
650556,Bryan Abreu,52,Active,117
687911,Bryan King,74,Active,117
701358,Cam Smith,11,Active,117
621043,Carlos Correa,1,Active,117
663967,César Salazar,18,Active,117
572233,Christian Walker,8,Active,117
676467,Colton Gordon,61,Active,117
664299,Cristian Javier,53,Active,117
660853,Enyel De Los Santos,65,Active,117
669713,Hayden Wesneski,39,Active,117
686613,Hunter Brown,58,Active,117
670623,Isaac Paredes,15,Active,117
641585,J.P. France,68,Active,117
689200,Jacob Melton,31,Active,117
676694,Jake Meyers,6,Active,117
669920,Jason Alexander,54,Active,117
681151,Jayden Murray,70,Active,117
665161,Jeremy Peña,3,Active,117
660821,Jesús Sánchez,4,Active,117
514888,Jose Altuve,27,Active,117
623352,Josh Hader,71,Active,117
672391,Kaleb Ort,63,Active,117
621121,Lance McCullers Jr.,43,Active,117
701121,Logan VanWey,64,Active,117
699044,Miguel Ullola,,Active,117
663878,Nate Pearson,,Active,117
669397,Nick Allen,,Active,117
669854,Ronel Blanco,56,Active,117
694376,Shay Whitcomb,10,Active,117
681293,Spencer Arrighetti,41,Active,117
595345,Steven Okert,48,Active,117
666211,Taylor Trammell,26,Active,117
673237,Yainer Diaz,21,Active,117
670541,Yordan Alvarez,44,Active,117
805904,Zach Cole,16,Active,117
701305,Zach Dezenzo,9,Active,117
679525,Alec Marsh,48,Active,118
656638,Alex Lange,,Active,118
672582,Angel Zerpa,61,Active,118
663559,Bailey Falter,36,Active,118
695667,Ben Kudrna,,Active,118
677951,Bobby Witt Jr.,7,Active,118
608032,Carlos Estévez,53,Active,118
695600,Carter Jensen,22,Active,118
666142,Cole Ragans,55,Active,118
680118,Dairon Blanco,44,Active,118
663738,Daniel Lynch IV,41,Active,118
671221,Drew Waters,8,Active,118
672021,Eric Cerantola,87,Active,118
695506,Jac Caglianone,14,Active,118
663704,James McArthur,66,Active,118
670231,John Rave,16,Active,118
670167,John Schreiber,46,Active,118
680742,Jonathan Bowlan,62,Active,118
663697,Jonathan India,6,Active,118
670224,Kameron Misner,,Active,118
663460,Kris Bubic,50,Active,118
664728,Kyle Isbel,28,Active,118
668674,Lucas Erceg,60,Active,118
679883,Luinder Avila,58,Active,118
672580,Maikel Garcia,11,Active,118
696131,Mason Black,,Active,118
686681,Michael Massey,19,Active,118
608379,Michael Wacha,52,Active,118
679845,Nick Loftin,12,Active,118
702070,Noah Cameron,65,Active,118
686701,Ryan Bergert,38,Active,118
521692,Salvador Perez,13,Active,118
607625,Seth Lugo,67,Active,118
663568,Stephen Kolek,32,Active,118
674444,Steven Cruz,64,Active,118
686632,Steven Zobac,,Active,118
686475,Tyler Tolbert,2,Active,118
686469,Vinnie Pasquantino,9,Active,118
669743,Alex Call,12,Active,119
690976,Alex Freeland,76,Active,119
681911,Alex Vesia,51,Active,119
681624,Andy Pages,44,Active,119
607455,Anthony Banda,43,Active,119
676508,Ben Casparius,78,Active,119
605483,Blake Snell,7,Active,119
595014,Blake Treinen,49,Active,119
676272,Bobby Miller,28,Active,119
592779,Brock Stewart,41,Active,119
660813,Brusdar Graterol,48,Active,119
687221,Dalton Rushing,68,Active,119
683618,Edgardo Henriquez,60,Active,119
686218,Emmet Sheehan,80,Active,119
665923,Esteury Ruiz,27,Active,119
518692,Freddie Freeman,5,Active,119
694813,Gavin Stone,35,Active,119
808975,Hyeseong Kim,6,Active,119
676263,Jack Dreyer,86,Active,119
680736,Justin Wrobleski,70,Active,119
669165,Kyle Hurt,63,Active,119
689017,Landon Knack,96,Active,119
571970,Max Muncy,13,Active,119
605141,Mookie Betts,50,Active,119
801434,Paul Gervase,65,Active,119
689981,River Ryan,77,Active,119
808963,Roki Sasaki,11,Active,119
691947,Ronan Kopp,,Active,119
669899,Ryan Ward,,Active,119
660271,Shohei Ohtani,17,Active,119
656945,Tanner Scott,66,Active,119
606192,Teoscar Hernández,37,Active,119
669242,Tommy Edman,25,Active,119
607192,Tyler Glasnow,31,Active,119
694361,Will Klein,61,Active,119
669257,Will Smith,16,Active,119
808967,Yoshinobu Yamamoto,18,Active,119
665953,Andrés Chaparro,87,Active,120
674841,Andrew Alvarez,54,Active,120
691251,Andry Lara,72,Active,120
695418,Brad Lord,61,Active,120
691781,Brady House,55,Active,120
682928,CJ Abrams,5,Active,120
676917,Cade Cavalli,24,Active,120
681047,Christian Franklin,,Active,120
690925,Clayton Beeter,39,Active,120
